42.89417057,0.701791099,1.30148382
42.84323218,1.15344992,1.5965486
42.84545267,1.15174,1.574608
42.8561859,1.11431162,1.5319049
42.85347462,1.13398522,1.55636957
42.85167522,1.11661339,1.51801177
42.8496423,1.11857024,1.50067586
42.86259591,1.08984436,1.46706804
42.87745305,1.06643986,1.43635871
42.88284004,1.132410314,1.48614004
42.86946627,1.12845359,1.47461468
42.86350402,1.11088433,1.44214495
42.86510747,1.10955758,1.42770579
42.86935218,1.0939551,1.40529556
42.88219613,1.07026554,1.38097046
42.90645773,1.03858117,1.36789414
42.88973229,1.14711434,1.41249283
42.87609228,1.131055237,1.39888992
42.86697255,1.122438165,1.37355787
42.87242805,1.111763013,1.37470939
42.88048155,1.096808085,1.3604728
42.89308852,1.080674776,1.33680665
42.91212791,1.059787631,1.32956896
42.89698481,1.160118528,1.34437139
42.88033237,1.145224637,1.34551408
42.87426725,1.130465266,1.33201542
42.87585027,1.122808948,1.34119017
42.88510202,1.112251715,1.33022431
42.8969562,1.100807843,1.32304054
42.9252519,1.086396705,1.32336817
42.87641546,1.186293564,1.25787252
42.8706296,1.165444981,1.26063271
42.87264949,1.149762538,1.27719669
42.88255193,1.135470359,1.27877695
42.89922864,1.125688644,1.28928749
42.85918891,1.21827483,1.21779031
42.86700298,1.18904724,1.2432372
42.87427276,1.15960165,1.24999697
42.78820918,1.6887402,1.6030384
42.7785109,1.6700581,1.5837618
42.77466125,1.6525684,1.5810874
42.78629825,1.609117,1.5553317
42.80390858,1.5664721,1.5203535
42.82957635,1.58885086,1.54805914
42.81281625,1.58937419,1.5306771
42.80650898,1.58665023,1.4983909
42.80631449,1.5650627,1.4878588
42.81736544,1.5295112,1.4534196
42.83789859,1.49291658,1.4228731
42.86638124,1.44489359,1.3841177
42.88054212,1.52721597,1.51578172
42.85735457,1.54125604,1.48970123
42.84042904,1.53140327,1.47180534
42.83580703,1.52213149,1.43661814
42.83631439,1.51211125,1.42681378
42.84243029,1.4806689,1.39919841
42.85820262,1.45281202,1.36993743
42.88713982,1.42787749,1.35288156
42.92605595,1.40143168,1.31253339
42.90505245,1.503542343,1.44927042
42.8790033,1.51453946,1.42823586
42.85644501,1.49833359,1.41144753
42.84880891,1.48856163,1.38495872
42.84947392,1.48032743,1.37387444
42.86164929,1.46124788,1.35227678
42.87530797,1.43551971,1.3322565
42.90414232,1.41608292,1.32397629
42.93256863,1.39256609,1.29658573
42.917572,1.492699243,1.37697865
42.887975,1.495495696,1.36391104
42.86895208,1.486325183,1.35800783
42.86171534,1.47759447,1.3335555
42.86646574,1.45987016,1.33092375
42.87131001,1.43696919,1.31134693
42.88820718,1.42499979,1.30381624
42.90395033,1.4043543,1.29612773
42.93920073,1.387586439,1.27301009
42.92037256,1.482742821,1.32036536
42.89404996,1.486535711,1.32213436
42.87529137,1.471492308,1.32402458
42.87327734,1.45955769,1.30840309
42.87418717,1.444656087,1.31273456
42.87912214,1.425754627,1.30531462
42.89604752,1.410875019,1.29811355
42.91976547,1.399999103,1.30681507
42.95495039,1.3889716,1.28300971
42.91634449,1.4964974057,1.22477856
42.88818964,1.497436678,1.24876012
42.87351533,1.4756626,1.26284391
42.87061698,1.45861805,1.25546538
42.8717752,1.442490894,1.26411909
42.88117381,1.419383589,1.26111276
42.89482194,1.405393409,1.26944083
42.91145877,1.396299938,1.28679426
42.94753889,1.394203026,1.29168799
42.87170562,1.541287625,1.200341
